financial_year,town_or_estate,flat_type,sold_or_rental,no_of_dwelling_units
2009,Punggol,Studio Apartment,Rental Units,0
2009,Punggol,Studio Apartment,Sold Units,0
2009,Punggol,HUDC,Sold Units,0
2009,Queenstown,1-room,Rental Units,575
2009,Queenstown,1-room,Sold Units,0
2009,Queenstown,2-room,Rental Units,1699
2009,Queenstown,2-room,Sold Units,1311
2009,Queenstown,3-room,Rental Units,155
2009,Queenstown,3-room,Sold Units,15477
2009,Queenstown,4-room,Rental Units,0
2009,Queenstown,4-room,Sold Units,6706
2009,Queenstown,5-room,Rental Units,0
2009,Queenstown,5-room,Sold Units,3416
2009,Queenstown,Executive,Sold Units,359
2009,Queenstown,Studio Apartment,Rental Units,0
2009,Queenstown,Studio Apartment,Sold Units,114
2009,Queenstown,HUDC,Sold Units,0
2009,Sembawang,1-room,Rental Units,169
2009,Sembawang,1-room,Sold Units,0
2009,Sembawang,2-room,Rental Units,67
2009,Sembawang,2-room,Sold Units,50
2009,Sembawang,3-room,Rental Units,0
2009,Sembawang,3-room,Sold Units,0
2009,Sembawang,4-room,Rental Units,0
2009,Sembawang,4-room,Sold Units,7709
2009,Sembawang,5-room,Rental Units,0
2009,Sembawang,5-room,Sold Units,7556
2009,Sembawang,Executive,Sold Units,2870
2009,Sembawang,Studio Apartment,Rental Units,0
2009,Sembawang,Studio Apartment,Sold Units,0
2009,Sembawang,HUDC,Sold Units,0
2009,Sengkang,1-room,Rental Units,0
2009,Sengkang,1-room,Sold Units,0
2009,Sengkang,2-room,Rental Units,0
2009,Sengkang,2-room,Sold Units,170
2009,Sengkang,3-room,Rental Units,0
2009,Sengkang,3-room,Sold Units,543
2009,Sengkang,4-room,Rental Units,0
2009,Sengkang,4-room,Sold Units,19357
2009,Sengkang,5-room,Rental Units,0
2009,Sengkang,5-room,Sold Units,19316
2009,Sengkang,Executive,Sold Units,4462
2009,Sengkang,Studio Apartment,Rental Units,0
2009,Sengkang,Studio Apartment,Sold Units,0
2009,Sengkang,HUDC,Sold Units,0
2009,Serangoon,1-room,Rental Units,0
2009,Serangoon,1-room,Sold Units,0
2009,Serangoon,2-room,Rental Units,77
2009,Serangoon,2-room,Sold Units,77
2009,Serangoon,3-room,Rental Units,0
2009,Serangoon,3-room,Sold Units,4547
2009,Serangoon,4-room,Rental Units,0
2009,Serangoon,4-room,Sold Units,10231
2009,Serangoon,5-room,Rental Units,0
2009,Serangoon,5-room,Sold Units,3751
2009,Serangoon,Executive,Sold Units,2365
2009,Serangoon,Studio Apartment,Rental Units,0
2009,Serangoon,Studio Apartment,Sold Units,0
2009,Serangoon,HUDC,Sold Units,244
2009,Tampines,1-room,Rental Units,352
2009,Tampines,1-room,Sold Units,0
2009,Tampines,2-room,Rental Units,198
2009,Tampines,2-room,Sold Units,4
2009,Tampines,3-room,Rental Units,19
2009,Tampines,3-room,Sold Units,12241
2009,Tampines,4-room,Rental Units,0
2009,Tampines,4-room,Sold Units,27093
2009,Tampines,5-room,Rental Units,0
2009,Tampines,5-room,Sold Units,16409
2009,Tampines,Executive,Sold Units,5845
2009,Tampines,Studio Apartment,Rental Units,0
2009,Tampines,Studio Apartment,Sold Units,208
2009,Tampines,HUDC,Sold Units,0
2009,Toa Payoh,1-room,Rental Units,1170
2009,Toa Payoh,1-room,Sold Units,0
2009,Toa Payoh,2-room,Rental Units,2899
2009,Toa Payoh,2-room,Sold Units,714
2009,Toa Payoh,3-room,Rental Units,38
2009,Toa Payoh,3-room,Sold Units,14899
2009,Toa Payoh,4-room,Rental Units,0
2009,Toa Payoh,4-room,Sold Units,9304
2009,Toa Payoh,5-room,Rental Units,0
2009,Toa Payoh,5-room,Sold Units,5210
2009,Toa Payoh,Executive,Sold Units,853
2009,Toa Payoh,Studio Apartment,Rental Units,0
2009,Toa Payoh,Studio Apartment,Sold Units,156
2009,Toa Payoh,HUDC,Sold Units,175
2009,Woodlands,1-room,Rental Units,1312
2009,Woodlands,1-room,Sold Units,0
2009,Woodlands,2-room,Rental Units,504
2009,Woodlands,2-room,Sold Units,52
2009,Woodlands,3-room,Rental Units,74
2009,Woodlands,3-room,Sold Units,5381
2009,Woodlands,4-room,Rental Units,154
2009,Woodlands,4-room,Sold Units,25848
2009,Woodlands,5-room,Rental Units,0
2009,Woodlands,5-room,Sold Units,19010
2009,Woodlands,Executive,Sold Units,6190
2009,Woodlands,Studio Apartment,Rental Units,0
2009,Woodlands,Studio Apartment,Sold Units,0
2009,Woodlands,HUDC,Sold Units,0
2009,Yishun,1-room,Rental Units,236
2009,Yishun,1-room,Sold Units,0
2009,Yishun,2-room,Rental Units,82
2009,Yishun,2-room,Sold Units,66
2009,Yishun,3-room,Rental Units,58
2009,Yishun,3-room,Sold Units,13030
2009,Yishun,4-room,Rental Units,2
2009,Yishun,4-room,Sold Units,23301
2009,Yishun,5-room,Rental Units,0
2009,Yishun,5-room,Sold Units,7280
2009,Yishun,Executive,Sold Units,2741
2009,Yishun,Studio Apartment,Rental Units,0
2009,Yishun,Studio Apartment,Sold Units,169
2009,Yishun,HUDC,Sold Units,0
2010,Ang Mo Kio,1-room,Rental Units,1318
2010,Ang Mo Kio,1-room,Sold Units,0
2010,Ang Mo Kio,2-room,Rental Units,2855
2010,Ang Mo Kio,2-room,Sold Units,638
2010,Ang Mo Kio,3-room,Rental Units,44
2010,Ang Mo Kio,3-room,Sold Units,24677
2010,Ang Mo Kio,4-room,Rental Units,2
2010,Ang Mo Kio,4-room,Sold Units,13433
2010,Ang Mo Kio,5-room,Rental Units,0
2010,Ang Mo Kio,5-room,Sold Units,5368
2010,Ang Mo Kio,Executive,Sold Units,484
2010,Ang Mo Kio,Studio Apartment,Rental Units,0
2010,Ang Mo Kio,Studio Apartment,Sold Units,136
2010,Ang Mo Kio,HUDC,Sold Units,0
2010,Bedok,1-room,Rental Units,2250
2010,Bedok,1-room,Sold Units,0
2010,Bedok,2-room,Rental Units,1145
2010,Bedok,2-room,Sold Units,680
2010,Bedok,3-room,Rental Units,12
2010,Bedok,3-room,Sold Units,22347
2010,Bedok,4-room,Rental Units,0
2010,Bedok,4-room,Sold Units,19741
2010,Bedok,5-room,Rental Units,0
2010,Bedok,5-room,Sold Units,10182
2010,Bedok,Executive,Sold Units,2712
2010,Bedok,Studio Apartment,Rental Units,0
2010,Bedok,Studio Apartment,Sold Units,130
2010,Bedok,HUDC,Sold Units,0
2010,Bishan,1-room,Rental Units,396
2010,Bishan,1-room,Sold Units,0
2010,Bishan,2-room,Rental Units,0
2010,Bishan,2-room,Sold Units,0
2010,Bishan,3-room,Rental Units,0
2010,Bishan,3-room,Sold Units,2359
2010,Bishan,4-room,Rental Units,0
2010,Bishan,4-room,Sold Units,9199
2010,Bishan,5-room,Rental Units,0
2010,Bishan,5-room,Sold Units,5395
2010,Bishan,Executive,Sold Units,1660
2010,Bishan,Studio Apartment,Rental Units,0
2010,Bishan,Studio Apartment,Sold Units,176
2010,Bishan,HUDC,Sold Units,358
2010,Bukit Batok,1-room,Rental Units,20
2010,Bukit Batok,1-room,Sold Units,0
2010,Bukit Batok,2-room,Rental Units,20
2010,Bukit Batok,2-room,Sold Units,0
2010,Bukit Batok,3-room,Rental Units,2
2010,Bukit Batok,3-room,Sold Units,10275
2010,Bukit Batok,4-room,Rental Units,0
2010,Bukit Batok,4-room,Sold Units,13850
2010,Bukit Batok,5-room,Rental Units,0
2010,Bukit Batok,5-room,Sold Units,4832
2010,Bukit Batok,Executive,Sold Units,2732
2010,Bukit Batok,Studio Apartment,Rental Units,0
2010,Bukit Batok,Studio Apartment,Sold Units,0
2010,Bukit Batok,HUDC,Sold Units,0
2010,Bukit Merah,1-room,Rental Units,4473
2010,Bukit Merah,1-room,Sold Units,258
2010,Bukit Merah,2-room,Rental Units,4979
2010,Bukit Merah,2-room,Sold Units,1019
2010,Bukit Merah,3-room,Rental Units,186
2010,Bukit Merah,3-room,Sold Units,16050
2010,Bukit Merah,4-room,Rental Units,96
2010,Bukit Merah,4-room,Sold Units,13832
2010,Bukit Merah,5-room,Rental Units,0
2010,Bukit Merah,5-room,Sold Units,9098
2010,Bukit Merah,Executive,Sold Units,44
2010,Bukit Merah,Studio Apartment,Rental Units,0
2010,Bukit Merah,Studio Apartment,Sold Units,212
2010,Bukit Merah,HUDC,Sold Units,0
2010,Bukit Panjang,1-room,Rental Units,114
2010,Bukit Panjang,1-room,Sold Units,0
2010,Bukit Panjang,2-room,Rental Units,20
2010,Bukit Panjang,2-room,Sold Units,0
2010,Bukit Panjang,3-room,Rental Units,0
2010,Bukit Panjang,3-room,Sold Units,2695
2010,Bukit Panjang,4-room,Rental Units,0
2010,Bukit Panjang,4-room,Sold Units,14227
2010,Bukit Panjang,5-room,Rental Units,0
2010,Bukit Panjang,5-room,Sold Units,9517
2010,Bukit Panjang,Executive,Sold Units,3381
2010,Bukit Panjang,Studio Apartment,Rental Units,0
2010,Bukit Panjang,Studio Apartment,Sold Units,0
2010,Bukit Panjang,HUDC,Sold Units,0
2010,Bukit Timah,1-room,Rental Units,0
2010,Bukit Timah,1-room,Sold Units,0
2010,Bukit Timah,2-room,Rental Units,0
2010,Bukit Timah,2-room,Sold Units,0
2010,Bukit Timah,3-room,Rental Units,0
2010,Bukit Timah,3-room,Sold Units,441
2010,Bukit Timah,4-room,Rental Units,0
2010,Bukit Timah,4-room,Sold Units,920
2010,Bukit Timah,5-room,Rental Units,0
2010,Bukit Timah,5-room,Sold Units,682
2010,Bukit Timah,Executive,Sold Units,380
2010,Bukit Timah,Studio Apartment,Rental Units,0
2010,Bukit Timah,Studio Apartment,Sold Units,0
2010,Bukit Timah,HUDC,Sold Units,0
2010,Central Area,1-room,Rental Units,2073
2010,Central Area,1-room,Sold Units,0
2010,Central Area,2-room,Rental Units,971
2010,Central Area,2-room,Sold Units,345
2010,Central Area,3-room,Rental Units,53
2010,Central Area,3-room,Sold Units,4691
2010,Central Area,4-room,Rental Units,14
2010,Central Area,4-room,Sold Units,3514
2010,Central Area,5-room,Rental Units,0
2010,Central Area,5-room,Sold Units,902
2010,Central Area,Executive,Sold Units,9
2010,Central Area,Studio Apartment,Rental Units,0
2010,Central Area,Studio Apartment,Sold Units,0
2010,Central Area,HUDC,Sold Units,38
2010,Choa Chu Kang,1-room,Rental Units,182
2010,Choa Chu Kang,1-room,Sold Units,0
2010,Choa Chu Kang,2-room,Rental Units,396
2010,Choa Chu Kang,2-room,Sold Units,78
2010,Choa Chu Kang,3-room,Rental Units,0
2010,Choa Chu Kang,3-room,Sold Units,1364
2010,Choa Chu Kang,4-room,Rental Units,0
2010,Choa Chu Kang,4-room,Sold Units,19437
2010,Choa Chu Kang,5-room,Rental Units,0
2010,Choa Chu Kang,5-room,Sold Units,13422
2010,Choa Chu Kang,Executive,Sold Units,4762
2010,Choa Chu Kang,Studio Apartment,Rental Units,0
2010,Choa Chu Kang,Studio Apartment,Sold Units,0
2010,Choa Chu Kang,HUDC,Sold Units,0
2010,Clementi,1-room,Rental Units,454
2010,Clementi,1-room,Sold Units,0
2010,Clementi,2-room,Rental Units,479
2010,Clementi,2-room,Sold Units,41
2010,Clementi,3-room,Rental Units,55
2010,Clementi,3-room,Sold Units,12128
2010,Clementi,4-room,Rental Units,0
2010,Clementi,4-room,Sold Units,7743
2010,Clementi,5-room,Rental Units,0
2010,Clementi,5-room,Sold Units,2476
2010,Clementi,Executive,Sold Units,625
2010,Clementi,Studio Apartment,Rental Units,0
2010,Clementi,Studio Apartment,Sold Units,0
2010,Clementi,HUDC,Sold Units,0
2010,Geylang,1-room,Rental Units,1044
2010,Geylang,1-room,Sold Units,0
2010,Geylang,2-room,Rental Units,2399
2010,Geylang,2-room,Sold Units,752
2010,Geylang,3-room,Rental Units,528
2010,Geylang,3-room,Sold Units,11459
2010,Geylang,4-room,Rental Units,0
2010,Geylang,4-room,Sold Units,9811
2010,Geylang,5-room,Rental Units,0
2010,Geylang,5-room,Sold Units,3602
2010,Geylang,Executive,Sold Units,831
2010,Geylang,Studio Apartment,Rental Units,0
2010,Geylang,Studio Apartment,Sold Units,107
2010,Geylang,HUDC,Sold Units,330
2010,Hougang,1-room,Rental Units,334
2010,Hougang,1-room,Sold Units,0
2010,Hougang,2-room,Rental Units,405
2010,Hougang,2-room,Sold Units,140
2010,Hougang,3-room,Rental Units,228
2010,Hougang,3-room,Sold Units,9359
2010,Hougang,4-room,Rental Units,6
2010,Hougang,4-room,Sold Units,23160
2010,Hougang,5-room,Rental Units,0
2010,Hougang,5-room,Sold Units,9924
2010,Hougang,Executive,Sold Units,4310
2010,Hougang,Studio Apartment,Rental Units,0
2010,Hougang,Studio Apartment,Sold Units,0
2010,Hougang,HUDC,Sold Units,622
2010,Jurong East,1-room,Rental Units,0
2010,Jurong East,1-room,Sold Units,0
2010,Jurong East,2-room,Rental Units,0
2010,Jurong East,2-room,Sold Units,0
2010,Jurong East,3-room,Rental Units,56
2010,Jurong East,3-room,Sold Units,6997
2010,Jurong East,4-room,Rental Units,0
2010,Jurong East,4-room,Sold Units,7333
2010,Jurong East,5-room,Rental Units,0
2010,Jurong East,5-room,Sold Units,5899
2010,Jurong East,Executive,Sold Units,1871
2010,Jurong East,Studio Apartment,Rental Units,0
2010,Jurong East,Studio Apartment,Sold Units,143
2010,Jurong East,HUDC,Sold Units,0
2010,Jurong West,1-room,Rental Units,540
2010,Jurong West,1-room,Sold Units,0
2010,Jurong West,2-room,Rental Units,1169
2010,Jurong West,2-room,Sold Units,221
2010,Jurong West,3-room,Rental Units,749
2010,Jurong West,3-room,Sold Units,11832
2010,Jurong West,4-room,Rental Units,0
2010,Jurong West,4-room,Sold Units,27627
2010,Jurong West,5-room,Rental Units,0
2010,Jurong West,5-room,Sold Units,20898
2010,Jurong West,Executive,Sold Units,6506
2010,Jurong West,Studio Apartment,Rental Units,0
2010,Jurong West,Studio Apartment,Sold Units,97
2010,Jurong West,HUDC,Sold Units,0
2010,Kallang/Whampoa,1-room,Rental Units,4401
2010,Kallang/Whampoa,1-room,Sold Units,0
2010,Kallang/Whampoa,2-room,Rental Units,2024
2010,Kallang/Whampoa,2-room,Sold Units,445
2010,Kallang/Whampoa,3-room,Rental Units,48
2010,Kallang/Whampoa,3-room,Sold Units,13419
2010,Kallang/Whampoa,4-room,Rental Units,3
2010,Kallang/Whampoa,4-room,Sold Units,9846
2010,Kallang/Whampoa,5-room,Rental Units,0
2010,Kallang/Whampoa,5-room,Sold Units,5368
2010,Kallang/Whampoa,Executive,Sold Units,502
2010,Kallang/Whampoa,Studio Apartment,Rental Units,0
2010,Kallang/Whampoa,Studio Apartment,Sold Units,0
2010,Kallang/Whampoa,HUDC,Sold Units,0
2010,Marine Parade,1-room,Rental Units,0
2010,Marine Parade,1-room,Sold Units,0
2010,Marine Parade,2-room,Rental Units,1324
2010,Marine Parade,2-room,Sold Units,26
2010,Marine Parade,3-room,Rental Units,2
2010,Marine Parade,3-room,Sold Units,3039
2010,Marine Parade,4-room,Rental Units,0
2010,Marine Parade,4-room,Sold Units,1798
2010,Marine Parade,5-room,Rental Units,0
2010,Marine Parade,5-room,Sold Units,1675
2010,Marine Parade,Executive,Sold Units,0
2010,Marine Parade,Studio Apartment,Rental Units,0
2010,Marine Parade,Studio Apartment,Sold Units,0
2010,Marine Parade,HUDC,Sold Units,0
2010,Pasir Ris,1-room,Rental Units,0
2010,Pasir Ris,1-room,Sold Units,0
2010,Pasir Ris,2-room,Rental Units,0
2010,Pasir Ris,2-room,Sold Units,21
2010,Pasir Ris,3-room,Rental Units,3
2010,Pasir Ris,3-room,Sold Units,161
2010,Pasir Ris,4-room,Rental Units,0
2010,Pasir Ris,4-room,Sold Units,10716
2010,Pasir Ris,5-room,Rental Units,0
2010,Pasir Ris,5-room,Sold Units,9055
2010,Pasir Ris,Executive,Sold Units,7460
2010,Pasir Ris,Studio Apartment,Rental Units,0
2010,Pasir Ris,Studio Apartment,Sold Units,0
2010,Pasir Ris,HUDC,Sold Units,98
2010,Punggol,1-room,Rental Units,416
2010,Punggol,1-room,Sold Units,0
2010,Punggol,2-room,Rental Units,96
2010,Punggol,2-room,Sold Units,105
2010,Punggol,3-room,Rental Units,0
2010,Punggol,3-room,Sold Units,422
2010,Punggol,4-room,Rental Units,0
2010,Punggol,4-room,Sold Units,8066
2010,Punggol,5-room,Rental Units,0
2010,Punggol,5-room,Sold Units,10287
2010,Punggol,Executive,Sold Units,1126
2010,Punggol,Studio Apartment,Rental Units,0
2010,Punggol,Studio Apartment,Sold Units,0
2010,Punggol,HUDC,Sold Units,0
2010,Queenstown,1-room,Rental Units,575
2010,Queenstown,1-room,Sold Units,0
2010,Queenstown,2-room,Rental Units,1699
2010,Queenstown,2-room,Sold Units,1311
2010,Queenstown,3-room,Rental Units,138
2010,Queenstown,3-room,Sold Units,14998
2010,Queenstown,4-room,Rental Units,0
2010,Queenstown,4-room,Sold Units,7193
2010,Queenstown,5-room,Rental Units,0
2010,Queenstown,5-room,Sold Units,3674
2010,Queenstown,Executive,Sold Units,354
2010,Queenstown,Studio Apartment,Rental Units,0
2010,Queenstown,Studio Apartment,Sold Units,266
2010,Queenstown,HUDC,Sold Units,0
2010,Sembawang,1-room,Rental Units,169
2010,Sembawang,1-room,Sold Units,0
2010,Sembawang,2-room,Rental Units,67
2010,Sembawang,2-room,Sold Units,50
2010,Sembawang,3-room,Rental Units,0
2010,Sembawang,3-room,Sold Units,0
2010,Sembawang,4-room,Rental Units,0
2010,Sembawang,4-room,Sold Units,7709
2010,Sembawang,5-room,Rental Units,0
2010,Sembawang,5-room,Sold Units,7556
2010,Sembawang,Executive,Sold Units,2870
2010,Sembawang,Studio Apartment,Rental Units,0
2010,Sembawang,Studio Apartment,Sold Units,0
2010,Sembawang,HUDC,Sold Units,0
2010,Sengkang,1-room,Rental Units,0
2010,Sengkang,1-room,Sold Units,0
2010,Sengkang,2-room,Rental Units,0
2010,Sengkang,2-room,Sold Units,394
2010,Sengkang,3-room,Rental Units,0
2010,Sengkang,3-room,Sold Units,829
2010,Sengkang,4-room,Rental Units,0
2010,Sengkang,4-room,Sold Units,21021
2010,Sengkang,5-room,Rental Units,0
2010,Sengkang,5-room,Sold Units,19316
2010,Sengkang,Executive,Sold Units,4462
2010,Sengkang,Studio Apartment,Rental Units,0
2010,Sengkang,Studio Apartment,Sold Units,0
2010,Sengkang,HUDC,Sold Units,0
2010,Serangoon,1-room,Rental Units,0
2010,Serangoon,1-room,Sold Units,0
2010,Serangoon,2-room,Rental Units,77
2010,Serangoon,2-room,Sold Units,77
2010,Serangoon,3-room,Rental Units,0
2010,Serangoon,3-room,Sold Units,4545
2010,Serangoon,4-room,Rental Units,0
2010,Serangoon,4-room,Sold Units,10231
2010,Serangoon,5-room,Rental Units,0
2010,Serangoon,5-room,Sold Units,3752
2010,Serangoon,Executive,Sold Units,2365
2010,Serangoon,Studio Apartment,Rental Units,0
2010,Serangoon,Studio Apartment,Sold Units,0
2010,Serangoon,HUDC,Sold Units,244
2010,Tampines,1-room,Rental Units,352
2010,Tampines,1-room,Sold Units,0
2010,Tampines,2-room,Rental Units,198
2010,Tampines,2-room,Sold Units,58
2010,Tampines,3-room,Rental Units,18
2010,Tampines,3-room,Sold Units,12296
2010,Tampines,4-room,Rental Units,0
2010,Tampines,4-room,Sold Units,27213
2010,Tampines,5-room,Rental Units,0
2010,Tampines,5-room,Sold Units,16649
2010,Tampines,Executive,Sold Units,5845
2010,Tampines,Studio Apartment,Rental Units,0
2010,Tampines,Studio Apartment,Sold Units,208
2010,Tampines,HUDC,Sold Units,0
2010,Toa Payoh,1-room,Rental Units,1170
2010,Toa Payoh,1-room,Sold Units,0
2010,Toa Payoh,2-room,Rental Units,2898
2010,Toa Payoh,2-room,Sold Units,715
2010,Toa Payoh,3-room,Rental Units,37
2010,Toa Payoh,3-room,Sold Units,14892
2010,Toa Payoh,4-room,Rental Units,0
2010,Toa Payoh,4-room,Sold Units,9304
2010,Toa Payoh,5-room,Rental Units,0
2010,Toa Payoh,5-room,Sold Units,5214
2010,Toa Payoh,Executive,Sold Units,853
2010,Toa Payoh,Studio Apartment,Rental Units,0
2010,Toa Payoh,Studio Apartment,Sold Units,156
2010,Toa Payoh,HUDC,Sold Units,175
2010,Woodlands,1-room,Rental Units,1312
2010,Woodlands,1-room,Sold Units,0
2010,Woodlands,2-room,Rental Units,504
2010,Woodlands,2-room,Sold Units,52
2010,Woodlands,3-room,Rental Units,74
2010,Woodlands,3-room,Sold Units,5381
2010,Woodlands,4-room,Rental Units,154
2010,Woodlands,4-room,Sold Units,25848
2010,Woodlands,5-room,Rental Units,0
2010,Woodlands,5-room,Sold Units,19010
2010,Woodlands,Executive,Sold Units,6190
2010,Woodlands,Studio Apartment,Rental Units,0
2010,Woodlands,Studio Apartment,Sold Units,0
2010,Woodlands,HUDC,Sold Units,0
2010,Yishun,1-room,Rental Units,236
2010,Yishun,1-room,Sold Units,0
2010,Yishun,2-room,Rental Units,82
2010,Yishun,2-room,Sold Units,102
2010,Yishun,3-room,Rental Units,53
2010,Yishun,3-room,Sold Units,13153
2010,Yishun,4-room,Rental Units,2
2010,Yishun,4-room,Sold Units,23889
2010,Yishun,5-room,Rental Units,0
2010,Yishun,5-room,Sold Units,7281
2010,Yishun,Executive,Sold Units,2741
2010,Yishun,Studio Apartment,Rental Units,0
2010,Yishun,Studio Apartment,Sold Units,169
2010,Yishun,HUDC,Sold Units,0
2011,Ang Mo Kio,1-room,Rental Units,1318
2011,Ang Mo Kio,1-room,Sold Units,0
2011,Ang Mo Kio,2-room,Rental Units,2855
2011,Ang Mo Kio,2-room,Sold Units,638
2011,Ang Mo Kio,3-room,Rental Units,39
2011,Ang Mo Kio,3-room,Sold Units,24753
2011,Ang Mo Kio,4-room,Rental Units,1
2011,Ang Mo Kio,4-room,Sold Units,13795
2011,Ang Mo Kio,5-room,Rental Units,0
2011,Ang Mo Kio,5-room,Sold Units,5828
2011,Ang Mo Kio,Executive,Sold Units,485
2011,Ang Mo Kio,Studio Apartment,Rental Units,0
2011,Ang Mo Kio,Studio Apartment,Sold Units,136
2011,Ang Mo Kio,HUDC,Sold Units,0
2011,Bedok,1-room,Rental Units,2250
2011,Bedok,1-room,Sold Units,0
2011,Bedok,2-room,Rental Units,1145
2011,Bedok,2-room,Sold Units,680
2011,Bedok,3-room,Rental Units,11
2011,Bedok,3-room,Sold Units,22348
2011,Bedok,4-room,Rental Units,0
2011,Bedok,4-room,Sold Units,19741
2011,Bedok,5-room,Rental Units,0
2011,Bedok,5-room,Sold Units,10182
2011,Bedok,Executive,Sold Units,2712
2011,Bedok,Studio Apartment,Rental Units,0
2011,Bedok,Studio Apartment,Sold Units,130
2011,Bedok,HUDC,Sold Units,0
2011,Bishan,1-room,Rental Units,396
2011,Bishan,1-room,Sold Units,0
2011,Bishan,2-room,Rental Units,0
2011,Bishan,2-room,Sold Units,0
2011,Bishan,3-room,Rental Units,0
2011,Bishan,3-room,Sold Units,2359
2011,Bishan,4-room,Rental Units,0
2011,Bishan,4-room,Sold Units,9359
2011,Bishan,5-room,Rental Units,0
2011,Bishan,5-room,Sold Units,5715
2011,Bishan,Executive,Sold Units,1660
2011,Bishan,Studio Apartment,Rental Units,0
2011,Bishan,Studio Apartment,Sold Units,176
2011,Bishan,HUDC,Sold Units,358
2011,Bukit Batok,1-room,Rental Units,305
2011,Bukit Batok,1-room,Sold Units,0
2011,Bukit Batok,2-room,Rental Units,95
2011,Bukit Batok,2-room,Sold Units,0
2011,Bukit Batok,3-room,Rental Units,2
2011,Bukit Batok,3-room,Sold Units,10278
2011,Bukit Batok,4-room,Rental Units,0
2011,Bukit Batok,4-room,Sold Units,13851
2011,Bukit Batok,5-room,Rental Units,0
2011,Bukit Batok,5-room,Sold Units,4832
2011,Bukit Batok,Executive,Sold Units,2732
2011,Bukit Batok,Studio Apartment,Rental Units,0
2011,Bukit Batok,Studio Apartment,Sold Units,0
2011,Bukit Batok,HUDC,Sold Units,0
2011,Bukit Merah,1-room,Rental Units,4473
2011,Bukit Merah,1-room,Sold Units,258
2011,Bukit Merah,2-room,Rental Units,4979
2011,Bukit Merah,2-room,Sold Units,1160
2011,Bukit Merah,3-room,Rental Units,183
2011,Bukit Merah,3-room,Sold Units,16725
2011,Bukit Merah,4-room,Rental Units,96
2011,Bukit Merah,4-room,Sold Units,15267
2011,Bukit Merah,5-room,Rental Units,0
2011,Bukit Merah,5-room,Sold Units,9335
2011,Bukit Merah,Executive,Sold Units,44
2011,Bukit Merah,Studio Apartment,Rental Units,0
2011,Bukit Merah,Studio Apartment,Sold Units,442
2011,Bukit Merah,HUDC,Sold Units,0
2011,Bukit Panjang,1-room,Rental Units,223
2011,Bukit Panjang,1-room,Sold Units,0
2011,Bukit Panjang,2-room,Rental Units,74
2011,Bukit Panjang,2-room,Sold Units,48
2011,Bukit Panjang,3-room,Rental Units,0
2011,Bukit Panjang,3-room,Sold Units,2757
2011,Bukit Panjang,4-room,Rental Units,0
2011,Bukit Panjang,4-room,Sold Units,14444
2011,Bukit Panjang,5-room,Rental Units,0
2011,Bukit Panjang,5-room,Sold Units,9517
2011,Bukit Panjang,Executive,Sold Units,3381
2011,Bukit Panjang,Studio Apartment,Rental Units,0
2011,Bukit Panjang,Studio Apartment,Sold Units,0
2011,Bukit Panjang,HUDC,Sold Units,0
2011,Bukit Timah,1-room,Rental Units,0
2011,Bukit Timah,1-room,Sold Units,0
2011,Bukit Timah,2-room,Rental Units,0
2011,Bukit Timah,2-room,Sold Units,0
2011,Bukit Timah,3-room,Rental Units,0
2011,Bukit Timah,3-room,Sold Units,441
2011,Bukit Timah,4-room,Rental Units,0
2011,Bukit Timah,4-room,Sold Units,920
2011,Bukit Timah,5-room,Rental Units,0
2011,Bukit Timah,5-room,Sold Units,682
2011,Bukit Timah,Executive,Sold Units,380
2011,Bukit Timah,Studio Apartment,Rental Units,0
2011,Bukit Timah,Studio Apartment,Sold Units,0
2011,Bukit Timah,HUDC,Sold Units,0
2011,Central Area,1-room,Rental Units,2075
2011,Central Area,1-room,Sold Units,0
2011,Central Area,2-room,Rental Units,971
2011,Central Area,2-room,Sold Units,345
2011,Central Area,3-room,Rental Units,52
2011,Central Area,3-room,Sold Units,4691
2011,Central Area,4-room,Rental Units,14
2011,Central Area,4-room,Sold Units,3514
2011,Central Area,5-room,Rental Units,0
2011,Central Area,5-room,Sold Units,902
2011,Central Area,Executive,Sold Units,9
2011,Central Area,Studio Apartment,Rental Units,0
2011,Central Area,Studio Apartment,Sold Units,0
2011,Central Area,HUDC,Sold Units,38
2011,Choa Chu Kang,1-room,Rental Units,182
2011,Choa Chu Kang,1-room,Sold Units,0
2011,Choa Chu Kang,2-room,Rental Units,396
2011,Choa Chu Kang,2-room,Sold Units,78
2011,Choa Chu Kang,3-room,Rental Units,0
2011,Choa Chu Kang,3-room,Sold Units,1481
2011,Choa Chu Kang,4-room,Rental Units,0
2011,Choa Chu Kang,4-room,Sold Units,19608
2011,Choa Chu Kang,5-room,Rental Units,0
2011,Choa Chu Kang,5-room,Sold Units,13422
2011,Choa Chu Kang,Executive,Sold Units,4762
2011,Choa Chu Kang,Studio Apartment,Rental Units,0
2011,Choa Chu Kang,Studio Apartment,Sold Units,164
2011,Choa Chu Kang,HUDC,Sold Units,0
2011,Clementi,1-room,Rental Units,760
2011,Clementi,1-room,Sold Units,0
2011,Clementi,2-room,Rental Units,683
2011,Clementi,2-room,Sold Units,249
2011,Clementi,3-room,Rental Units,55
2011,Clementi,3-room,Sold Units,12520
2011,Clementi,4-room,Rental Units,0
2011,Clementi,4-room,Sold Units,8399
2011,Clementi,5-room,Rental Units,0
2011,Clementi,5-room,Sold Units,2476
2011,Clementi,Executive,Sold Units,626
