flat,mall,mall_dist,num_mall_2km
205A PUNGGOL FIELD,Rivervale Mall,0.7450892262652422,6
2 HOLLAND AVE,The Star Vista,0.8367763757389594,2
556 JURONG WEST ST 42,Boon Lay Shopping Centre,1.000809265963994,1
20 LOR 7 TOA PAYOH,HDB Hub,1.166931775437096,4
607 HOUGANG AVE 4,Hougang Mall,0.8759955132554458,6
175 WOODLANDS ST 13,Marsiling Mall,0.2218808993746638,3
11 HOLLAND DR,The Star Vista,0.6689164687857677,2
981D BUANGKOK CRES,Buangkok Square,0.4991943104852109,6
680 WOODLANDS AVE 6,Admiralty Place,0.045908584623322236,4
346 WOODLANDS ST 32,Marsiling Mall,0.19278928532832337,3
115 BEDOK NTH RD,Bedok Point,0.8869158059842586,5
276 YISHUN ST 22,Junction 9,0.6752654448268365,4
668C JURONG WEST ST 64,Jurong Point,0.42021452519551955,4
19 GHIM MOH RD,The Star Vista,0.4942423313959134,2
482 SEGAR RD,Fajar Shopping Centre,0.5870871660979671,5
103 HOUGANG AVE 1,Heartland Mall,0.7455600053078387,4
22 EUNOS CRES,Singapore Post Centre (Singpost Centre),1.0445614644011,4
738 JURONG WEST ST 75,Gek Poh Shopping Centre,0.3802572183436363,4
34 CIRCUIT RD,Paya Lebar Square,1.279850416772199,4
221 PENDING RD,Fajar Shopping Centre,0.9920620294957896,6
179 WOODLANDS ST 13,Marsiling Mall,0.22027507429546136,3
596C ANG MO KIO ST 52,AMK Hub,0.33709432344284335,2
164 WOODLANDS ST 13,Marsiling Mall,0.6109872316337839,2
418 PASIR RIS DR 6,White Sands,0.5195787753047413,4
574 HOUGANG ST 51,Hougang Green Shopping Mall,0.22845589377572942,9
49 LOR 5 TOA PAYOH,HDB Hub,0.8829752697853214,4
805 KING GEORGE'S AVE,Aperia,0.39184928012717823,19
432 JURONG WEST ST 42,Boon Lay Shopping Centre,1.411931935390685,2
27 BALAM RD,Paya Lebar Square,1.461869133163243,4
675B JURONG WEST ST 64,Gek Poh Shopping Centre,0.6804008642661564,4
261 BISHAN ST 22,Junction 8,1.1278306010936054,4
309A ANCHORVALE RD,Buangkok Square,0.9573272211163403,7
8 TG PAGAR PLAZA,100 AM,0.30346305129498774,12
172C EDGEDALE PLAINS,Punggol Plaza,0.15053269555617907,6
302 BT BATOK ST 31,West Mall,0.7689655902595551,2
427 YISHUN AVE 11,Wisteria Mall,0.8857350742294036,3
180D RIVERVALE CRES,Punggol Plaza,0.6058448191558938,5
744 WOODLANDS CIRCLE,Woodlands Mart,0.3976391894363659,4
239 COMPASSVALE WALK,Compass One,0.3638584003612823,7
899C WOODLANDS DR 50,888 Plaza,0.06203059877717094,5
419 CHOA CHU KANG AVE 4,Sunshine Place,0.5278665634002879,7
115 HO CHING RD,Taman Jurong Shopping Centre,0.48485225328241405,3
34 JLN BT HO SWEE,Tiong Bahru Plaza,0.17775404579236792,19
331 JURONG EAST AVE 1,Boon Lay Shopping Centre,2.057125441503565,0
353C ADMIRALTY DR,Sun Plaza,0.16933354175531834,3
670 HOUGANG AVE 8,Hougang 1,0.6604142498163048,6
616 HOUGANG AVE 8,Hougang 1,0.8783362475531713,7
312B ANCHORVALE LANE,Buangkok Square,0.9249154958923655,7
5 TELOK BLANGAH CRES,IMM,1.0140094157945527,6
632 JURONG WEST ST 65,Pioneer Mall,0.40648964555220235,4
506 BISHAN ST 11,Junction 8,0.13760730409928765,2
286 BT BATOK EAST AVE 3,West Mall,1.1149390986208796,3
513 JELAPANG RD,Greenridge Shopping Centre,0.33562337431893385,6
236 CHOA CHU KANG CTRL,Teck Whye Shopping Centre,0.47422184581840404,9
232 BT BATOK EAST AVE 5,West Mall,0.665526299244954,3
142 BT BATOK ST 11,West Mall,0.6859775524686694,4
323 ANG MO KIO AVE 3,AMK Hub,0.19247650302036204,3
281 CHOA CHU KANG AVE 3,Keat Hong Shopping Centre,0.37541538832303184,7
139 BT BATOK WEST AVE 6,West Mall,0.5493614128917262,3
711 PASIR RIS ST 72,Elias Mall,0.5546170323207418,3
109 SERANGOON NTH AVE 1,Hougang 1,1.2102641466256492,3
139 BISHAN ST 12,Junction 8,0.72222151939092,2
406C FERNVALE RD,The Seletar Mall,0.33636306392240195,5
188 BISHAN ST 13,Junction 8,0.3709582728321564,1
335A SMITH ST,People's Park Complex,0.22423541020154,18
932 YISHUN CTRL 1,Northpoint City,0.22835436450529226,3
766 YISHUN AVE 3,Northpoint City,0.44450205160696843,3
116 EDGEFIELD PLAINS,Rivervale Mall,0.44581743640010735,6
361 WOODLANDS AVE 5,Causeway Point,0.2752853433589635,4
167D PUNGGOL EAST,Punggol Plaza,0.17744999803727704,5
340 CHOA CHU KANG LOOP,Lot One,0.1485361139200148,8
22 TELOK BLANGAH CRES,IMM,0.9561421828267509,4
546 CHOA CHU KANG ST 52,Limbang Shopping Centre,0.08555923620638073,7
139 BEDOK RESERVOIR RD,Djitsun Mall,2.0001757315195974,0
23 DOVER CRES,The Star Vista,0.5356559626273079,4
917 JURONG WEST ST 91,Pioneer Mall,1.0306658027100482,3
222 BISHAN ST 23,Junction 8,0.869447580414386,3
176A EDGEFIELD PLAINS,Oasis Terraces,0.6978206769038746,6
183 PASIR RIS ST 11,Loyang Point,0.47419649099891115,3
319A ANCHORVALE DR,Compass One,0.5626154890227876,6
774 YISHUN AVE 3,Northpoint City,0.6888245265890095,3
9 JLN BATU,Leisure Park Kallang,0.7287746900690592,4
321 TAH CHING RD,Taman Jurong Shopping Centre,0.5096673045368846,4
207 BISHAN ST 23,Junction 8,0.49500880290679433,4
650 WOODLANDS RING RD,Admiralty Place,0.21767570501549358,4
804 YISHUN RING RD,Wisteria Mall,1.100802417898307,2
104 RIVERVALE WALK,Rivervale Plaza,0.3202214220297157,7
547A SEGAR RD,Fajar Shopping Centre,0.4628501982028208,5
204 SERANGOON CTRL,NEX,0.252090029072256,3
782 PASIR RIS ST 71,Elias Mall,0.6683208659479061,3
15 UPP BOON KENG RD,Aperia,1.0491303981090445,5
203 BEDOK NTH ST 1,Djitsun Mall,0.05697625225455124,4
206C COMPASSVALE LANE,Rivervale Plaza,0.504799686798277,8
430A FERNVALE LINK,The Seletar Mall,0.3864366339698081,5
140 RIVERVALE ST,Rivervale Mall,0.3256317775344877,6
534 JURONG WEST ST 52,Boon Lay Shopping Centre,0.5900315022204322,3
133 LOR AH SOO,Heartland Mall,1.0064923310077936,3
147 SIMEI ST 2,Eastpoint Mall,0.4473194542633626,7
419 BEDOK NTH ST 1,Djitsun Mall,0.19338731490876476,4
832 YISHUN ST 81,Wisteria Mall,0.8159359214704648,2
789 CHOA CHU KANG NTH 6,Yew Tee Point,0.304062867179425,5
405 PASIR RIS DR 6,Downtown East,0.4770118691129439,4
913 HOUGANG ST 91,Hougang Green Shopping Mall,0.44565600611401274,8
573 PASIR RIS ST 53,White Sands,0.4614174544630451,3
690 JURONG WEST CTRL 1,Jurong Point,0.21071354980161175,5
507 PASIR RIS ST 52,Elias Mall,0.3604025213492061,3
666 WOODLANDS RING RD,888 Plaza,0.26762417717899434,4
28 JLN BAHAGIA,Zhongshan Mall,1.3696555419579546,8
355A SEMBAWANG WAY,Sun Plaza,0.15440339898856392,3
360 YISHUN RING RD,Junction 9,0.74122238698672,3
803 TAMPINES AVE 4,Our Tampines Hub,0.9419930878806595,6
779 WOODLANDS CRES,Woodlands Mart,0.3132856002547269,3
652 HOUGANG AVE 8,Hougang 1,0.43245663386647903,6
161 BT MERAH CTRL,Alexandra Central,1.2421625671985739,6
243 TAMPINES ST 21,Tampines 1,0.22090503980651827,5
134 GEYLANG EAST AVE 1,PLQ Mall,0.7769869181962669,6
426 CHOA CHU KANG AVE 4,Sunshine Place,0.2927221791584922,5
536 PASIR RIS DR 1,White Sands,0.19555316991794594,5
912 HOUGANG ST 91,Hougang Green Shopping Mall,0.4359606261883325,8
665B JURONG WEST ST 64,Jurong Point,0.4181348551934104,4
135 YISHUN ST 11,Northpoint City,0.6499230011196069,5
402 BEDOK NTH AVE 3,Bedok Point,0.6525242432023629,5
523 JURONG WEST ST 52,Boon Lay Shopping Centre,0.41226610258809254,4
416 TAMPINES ST 41,Tampines 1,0.5905284935067628,6
212 ANG MO KIO AVE 3,Broadway Plaza,0.5957970645670472,2
891A WOODLANDS DR 50,888 Plaza,0.46325518945564703,5
874 TAMPINES ST 84,Our Tampines Hub,0.9931953057841677,4
7 BOON KENG RD,City Square Mall,0.8091685312950342,10
431 HOUGANG AVE 6,Hougang Mall,0.36000671920328425,8
426 HOUGANG AVE 6,Hougang Mall,0.13904035827547037,7
579 WOODLANDS DR 16,888 Plaza,0.711126540546238,5
32 BEDOK STH AVE 2,Bedok Point,0.6505994535786881,5
164 JLN TECK WHYE,Junction 10,0.41398591881311864,10
35 MARINE CRES,Parkway Parade,0.8666016027354334,7
562 ANG MO KIO AVE 3,AMK Hub,1.1763296231189837,2
479 SEGAR RD,Fajar Shopping Centre,0.651758395940608,5
232A SERANGOON AVE 2,NEX,0.5412822271657323,3
133 EDGEDALE PLAINS,Punggol Plaza,0.3018762726752903,6
78 BEDOK NTH RD,East Village,0.7805228899339351,5
14 REDHILL CL,Tiong Bahru Plaza,1.1141982855355534,6
220 PETIR RD,Fajar Shopping Centre,1.0677336244967988,7
248 YISHUN AVE 9,Junction 9,0.30308535039595497,4
408 WOODLANDS ST 41,Marsiling Mall,0.9514888457177731,2
41 JLN BAHAGIA,Zhongshan Mall,1.1147273518195464,7
984B BUANGKOK LINK,Buangkok Square,0.27194124409599457,7
864 TAMPINES ST 83,Our Tampines Hub,0.6092691883777305,4
487 ADMIRALTY LINK,Sun Plaza,0.8814021527703099,2
160 BT BATOK ST 11,West Mall,0.7907486444110317,5
232 BISHAN ST 22,Junction 8,0.9412103970564801,4
618A PUNGGOL DR,Oasis Terraces,0.1894657848586647,4
22 MARSILING DR,Marsiling Mall,1.1032384513393443,2
211C COMPASSVALE LANE,Rivervale Plaza,0.2858175475825174,8
273B BISHAN ST 24,Junction 8,0.8546218782457443,4
138 BEDOK RESERVOIR RD,Djitsun Mall,2.0441923675498224,0
509 PASIR RIS ST 52,Elias Mall,0.3794495384718427,3
5 CHANGI VILLAGE RD,Jewel Changi Airport,3.1694031323833416,0
3A GEYLANG SERAI,Singapore Post Centre (Singpost Centre),0.48549014556468617,11
612B PUNGGOL DR,Oasis Terraces,0.6234769928573828,4
892A WOODLANDS DR 50,Causeway Point,0.4827035880626785,5
226 SIMEI ST 4,Eastpoint Mall,0.4385427812519355,6
308 ANG MO KIO AVE 1,AMK Hub,0.6325377742616632,4
361 BT BATOK ST 31,West Mall,1.185422467920731,4
242 BISHAN ST 22,AMK Hub,0.9755261498669576,4
45 LOR 5 TOA PAYOH,HDB Hub,0.8467026849594302,5
287 BT BATOK EAST AVE 3,West Mall,1.110334869829226,3
821 TAMPINES ST 81,Our Tampines Hub,0.8625372726028406,4
310A ANCHORVALE RD,Buangkok Square,0.8193083899903233,7
627 PASIR RIS DR 3,Elias Mall,0.19537488876174186,3
701 WOODLANDS DR 40,Woodlands Mart,0.48429417658489937,4
769 CHOA CHU KANG ST 54,Yew Tee Point,0.5413633008609161,8
301D PUNGGOL PL,Waterway Point,0.4171135081644529,5
438 ANG MO KIO AVE 10,AMK Hub,0.6606766066086722,3
95 HAVELOCK RD,Great World City,0.5274718895139563,27
121 BISHAN ST 12,Junction 8,0.43515775737503076,2
58 DAKOTA CRES,City Plaza,0.9425232912469956,13
16 TOH YI DR,Beauty World Plaza,0.4884933977200917,3
930 HOUGANG ST 91,Hougang 1,0.204435459867292,8
497C TAMPINES ST 45,Loyang Point,1.1192005534243832,6
12A MARSILING LANE,Marsiling Mall,0.8758311843437627,3
871 WOODLANDS ST 81,Causeway Point,0.927098469741287,5
17 HOLLAND DR,The Star Vista,0.9863638926635008,4
315 SERANGOON AVE 2,NEX,0.7015521941924867,3
329 JURONG EAST AVE 1,Boon Lay Shopping Centre,1.9876410889165899,2
49 WHAMPOA STH,Aperia,1.649819439341211,3
307D ANCHORVALE RD,Buangkok Square,0.8533832539803912,7
344 CLEMENTI AVE 5,The Clementi Mall,0.5805385617691333,5
886C WOODLANDS DR 50,888 Plaza,0.14460500495268414,5
316C ANCHORVALE LINK,Compass One,0.7449058688200574,6
708 CHOA CHU KANG ST 53,Limbang Shopping Centre,0.41520840837909534,8
616 ANG MO KIO AVE 4,Broadway Plaza,1.007750658083025,2
550B SEGAR RD,Greenridge Shopping Centre,0.48077582091022814,6
248 BISHAN ST 22,AMK Hub,1.0555936769274405,4
646 PUNGGOL CTRL,Punggol Plaza,0.5381459575392272,4
246 SERANGOON AVE 3,NEX,0.28108059050947143,3
124 POTONG PASIR AVE 1,NEX,1.8389487532572106,1
450 ANG MO KIO AVE 10,AMK Hub,0.7843261756749474,2
554 ANG MO KIO AVE 10,AMK Hub,1.1025437216811298,2
215 YISHUN ST 21,Northpoint City,0.42197414155722557,5
1G CANTONMENT RD,100 AM,0.26576867087184064,10
727 YISHUN ST 71,Northpoint City,0.5765216274025479,5
103 CLEMENTI ST 14,The Clementi Mall,0.9368514032633602,3
852 HOUGANG CTRL,The Midtown,0.17523470107313643,6
410 BT BATOK WEST AVE 4,Keat Hong Shopping Centre,1.4369686113254636,4
337A TAH CHING RD,Taman Jurong Shopping Centre,0.40839554191616856,4
858 YISHUN AVE 4,Wisteria Mall,0.3050288135919716,3
195 PASIR RIS ST 12,Loyang Point,0.506566939062083,3
118 BEDOK NTH ST 2,Bedok Point,0.8424940993854486,5
108 BISHAN ST 12,Junction 8,0.39917556895166106,2
478 PASIR RIS DR 4,Downtown East,0.5904139955130797,4
26 TELOK BLANGAH CRES,IMM,0.8647090335937213,6
741 WOODLANDS CIRCLE,Woodlands Mart,0.29353792079741703,4
528 JURONG WEST ST 52,Boon Lay Shopping Centre,0.5432994826938266,3
450 TAMPINES ST 42,Tampines 1,0.8024119774710748,7
224 BT BATOK ST 21,West Mall,0.47961621540178057,4
14B LOR 7 TOA PAYOH,HDB Hub,1.320688053718457,4
138 POTONG PASIR AVE 3,NEX,2.0220249680755087,0
423 JURONG WEST AVE 1,Boon Lay Shopping Centre,1.5255990201892948,2
28D DOVER CRES,Rochester Mall,0.6690668241305079,4
8A UPP BOON KENG RD,Aperia,0.7193438089959957,5
388 TAMPINES ST 32,Loyang Point,1.4188416262445418,6
231 SIMEI ST 4,Eastpoint Mall,0.4411256128995529,6
276D JURONG WEST ST 25,Gek Poh Shopping Centre,0.856294051541817,4
510 SERANGOON NTH AVE 4,Hougang 1,0.6937508722466935,5
961 JURONG WEST ST 92,Pioneer Mall,0.5519847940754481,3
519A TAMPINES CTRL 8,Our Tampines Hub,0.46453785870128744,5
298 PUNGGOL CTRL,Waterway Point,0.5635487200672271,6
221 YISHUN ST 21,Northpoint City,0.6196812690248186,5
313 JURONG EAST ST 32,JCube,1.7169501825225826,5
314C ANCHORVALE LINK,Compass One,0.6730437410877925,6
325B SENGKANG EAST WAY,Compass One,0.48742369521217055,7
609 CHOA CHU KANG ST 62,Yew Tee Square,0.2974367522537511,4
28C DOVER CRES,Rochester Mall,0.6796653541485048,4
261 SERANGOON CTRL DR,NEX,0.35880167977170296,3
120B RIVERVALE DR,Rivervale Plaza,0.2870954048798421,7
316A ANCHORVALE LINK,Compass One,0.6265071665057154,6
780B WOODLANDS CRES,Woodlands Mart,0.4833083549161945,3
408B FERNVALE RD,The Seletar Mall,0.2641399997668013,5
210 PETIR RD,Fajar Shopping Centre,1.23133865291193,6
233 SERANGOON AVE 3,NEX,0.5787443221739271,3
512 BT BATOK ST 52,West Mall,0.5920524520300541,3
311 CANBERRA RD,Sun Plaza,0.4021502219588654,3
419 FAJAR RD,Fajar Shopping Centre,0.15771459290438514,6
477A UPP SERANGOON VIEW,Rivervale Plaza,0.8118302343121677,6
58 JLN MA'MOR,Zhongshan Mall,1.1914238517515474,7
103 GANGSA RD,Bukit Panjang Plaza,0.48955827733299306,7
634 BEDOK RESERVOIR RD,Singapore Post Centre (Singpost Centre),1.6789888061673217,3
220 HOUGANG ST 21,Heartland Mall,0.29771961315835077,5
724 TAMPINES ST 71,Our Tampines Hub,0.7758032168628304,4
421 BT BATOK WEST AVE 2,West Mall,1.436672467524147,3
453 TAMPINES ST 42,Tampines 1,1.0210786735810986,7
171 BEDOK STH RD,East Village,1.2066510197496791,5
119 MCNAIR RD,City Square Mall,0.9109486116083912,10
779 YISHUN AVE 2,Northpoint City,0.7299604556486353,3
377 CLEMENTI AVE 5,The Clementi Mall,0.4425482538303905,5
432D YISHUN AVE 1,Wisteria Mall,0.5842662314023377,3
254 KIM KEAT AVE,HDB Hub,1.253185255707892,4
162 JLN TECK WHYE,Junction 10,0.26397949653771297,8
34 JLN BAHAGIA,Zhongshan Mall,1.2472763452397073,7
517 SERANGOON NTH AVE 4,Hougang 1,0.7662558226181108,5
134 PASIR RIS ST 11,Loyang Point,0.929179039559263,6
86 LOR 2 TOA PAYOH,HDB Hub,0.37158350719437444,6
467 SEGAR RD,Fajar Shopping Centre,0.45011059531113934,5
178 LOMPANG RD,Bukit Panjang Plaza,0.06563127119486133,7
421 HOUGANG AVE 10,Hougang Mall,0.3486705765355718,7
642B PUNGGOL DR,Punggol Plaza,0.5820027704834184,4
707 CHOA CHU KANG ST 53,Limbang Shopping Centre,0.48284129778710644,8
86 C'WEALTH CL,Rochester Mall,1.2186801751528396,5
19 LIM LIAK ST,Tiong Bahru Plaza,0.6151838505687299,17
871C TAMPINES ST 86,Our Tampines Hub,1.1261824676138714,4
101 TAMPINES ST 11,Century Square,0.5737967926729163,6
247 BISHAN ST 22,AMK Hub,1.0939274330779025,4
183 TOA PAYOH CTRL,HDB Hub,0.23720558865557673,6
259C PUNGGOL FIELD,Waterway Point,0.7613924369600694,4
469 TAMPINES ST 44,Tampines 1,1.2496428987321822,8
339 WOODLANDS AVE 1,Marsiling Mall,0.3457608699821434,3
154 JLN TECK WHYE,Junction 10,0.2765553421293951,9
495A TAMPINES ST 43,White Sands,1.0979102745117209,7
383 TAMPINES ST 32,Eastpoint Mall,1.3980428420305346,6
142 LOR AH SOO,Upper Serangoon Shopping Centre,0.4545266526116719,3
9 HAIG RD,City Plaza,0.29698257273916495,11
288D JURONG EAST ST 21,Westgate,0.6164805907947932,5
102 TECK WHYE LANE,Teck Whye Shopping Centre,0.3919225599557425,9
720 TAMPINES ST 72,Our Tampines Hub,0.8752802203980053,4
14 EUNOS CRES,Singapore Post Centre (Singpost Centre),1.0754751649103338,4
427 CHOA CHU KANG AVE 4,Sunshine Place,0.34060599217343346,6
633 HOUGANG AVE 8,Hougang 1,0.6460607146890129,7
358 YISHUN RING RD,Junction 9,0.8384318077631303,3
430 ANG MO KIO AVE 3,AMK Hub,0.4786900158200932,2
487B TAMPINES ST 45,Loyang Point,1.0055053954996294,5
764 CHOA CHU KANG NTH 5,Yew Tee Point,0.5142219020472786,7
584 ANG MO KIO AVE 3,AMK Hub,0.5770884305591734,2
42 TELOK BLANGAH RISE,VivoCity,0.7279630926300747,4
30 HOLLAND CL,The Star Vista,0.9173884538975107,2
40 BEO CRES,Tiong Bahru Plaza,0.28840157421533086,23
273 TOH GUAN RD,West Mall,0.9291562960119468,5
120 BEDOK RESERVOIR RD,Singapore Post Centre (Singpost Centre),2.1472967055064327,0
390 TAMPINES AVE 7,Loyang Point,1.3761483094821627,7
346 UBI AVE 1,Singapore Post Centre (Singpost Centre),0.9573460564951538,4
487C CHOA CHU KANG AVE 5,Sunshine Place,0.15369050822153832,5
265 YISHUN ST 22,Junction 9,0.5093389901398012,4
203 CLEMENTI AVE 6,The Clementi Mall,0.6348569458872115,5
442B FAJAR RD,Fajar Shopping Centre,0.286854092359186,5
172 BT BATOK WEST AVE 8,West Mall,1.07398602111564,5
987B JURONG WEST ST 93,Pioneer Mall,0.6065336762771047,3
504 PASIR RIS ST 52,Elias Mall,0.42735057219346784,3
210 BISHAN ST 23,Junction 8,0.625914660607194,3
76 LOR LIMAU,Zhongshan Mall,0.8804511346462562,7
417 PASIR RIS DR 6,White Sands,0.6366480149305945,4
515 HOUGANG AVE 10,Hougang Mall,0.5214923476106812,6
326 TAH CHING RD,Taman Jurong Shopping Centre,0.2657513929533443,4
771 BEDOK RESERVOIR VIEW,East Village,0.9401609759553738,9
113 C'WEALTH CRES,The Star Vista,1.0614905259865295,2
272C JURONG WEST ST 24,Gek Poh Shopping Centre,0.7441015861845169,4
170 WOODLANDS ST 11,Marsiling Mall,0.384481909963396,2
660 WOODLANDS RING RD,888 Plaza,0.49056830333023776,4
683B CHOA CHU KANG CRES,Yew Tee Square,0.6390767026086895,3
341 CHOA CHU KANG LOOP,Lot One,0.12820670318347863,9
131 PASIR RIS ST 11,Loyang Point,0.9200214063201162,5
45 MARINE CRES,112 Katong,0.820869121474001,7
893D WOODLANDS DR 50,Causeway Point,0.43897525213811034,5
483 SEGAR RD,Fajar Shopping Centre,0.5436800652977751,5
23 BEDOK STH AVE 1,Bedok Point,0.16971324877219718,5
979C BUANGKOK CRES,Hougang 1,0.4317656216134023,7
32 MARINE CRES,Parkway Parade,0.7623158554302021,7
3 GHIM MOH RD,The Star Vista,0.5740224065383083,2
207C COMPASSVALE LANE,Rivervale Plaza,0.4411592544673574,8
18 JOO SENG RD,NEX,1.8449747722089913,2
115 PASIR RIS ST 11,White Sands,0.6872183165418942,5
545 BT PANJANG RING RD,Bukit Panjang Plaza,0.20700026894214588,7
461 HOUGANG AVE 10,Hougang Mall,0.10606074495198942,7
402 ANG MO KIO AVE 10,AMK Hub,1.1583986456795656,3
286B TOH GUAN RD,Westgate,0.5377907627070961,5
79 TOA PAYOH CTRL,HDB Hub,0.4149204245592648,6
525 BEDOK NTH ST 3,Djitsun Mall,0.9585634214267612,5
108C MCNAIR RD,City Square Mall,0.972096861765947,10
220 CHOA CHU KANG CTRL,Lot One,0.3491951186283282,9
463B SEMBAWANG DR,Sun Plaza,1.054462496835092,2
285 BT BATOK EAST AVE 3,West Mall,1.0762898384975348,2
296 TAMPINES ST 22,Eastpoint Mall,0.9669202475443373,6
745 YISHUN ST 72,Northpoint City,0.3153370762368298,5
427 JURONG WEST AVE 1,Boon Lay Shopping Centre,1.5593469048336244,2
15 EUNOS CRES,Singapore Post Centre (Singpost Centre),1.1042975706766718,4
541 PASIR RIS ST 51,White Sands,0.3803450274655469,6
148 SILAT AVE,Tiong Bahru Plaza,1.138391204461189,8
24 TEBAN GDNS RD,JCube,1.1073428522589146,4
12 FARRER PK RD,Serangoon Plaza,0.41238519408551544,26
692 JURONG WEST CTRL 1,Jurong Point,0.2853451646368462,5
4 GHIM MOH RD,The Star Vista,0.6886037127725132,2
309 TAMPINES ST 32,Eastpoint Mall,1.2719090197898144,6
252 TAMPINES ST 21,Tampines 1,0.4787178252227464,5
514 JURONG WEST ST 52,Boon Lay Shopping Centre,0.8557472431603496,3
205 MARSILING DR,Marsiling Mall,1.4436501130352393,2
755 JURONG WEST ST 74,Gek Poh Shopping Centre,0.2858748847856659,4
401 WOODLANDS ST 41,Marsiling Mall,0.8467050287556396,2
10C BEDOK STH AVE 2,Bedok Point,0.5215888781841792,5
280 YISHUN ST 22,Junction 9,0.8030487266885777,4
572A WOODLANDS AVE 1,Causeway Point,0.6992848117159663,5
782D WOODLANDS CRES,Woodlands Mart,0.6100067977129954,4
186 TOA PAYOH CTRL,HDB Hub,0.3525426048074802,6
19 CHAI CHEE RD,Djitsun Mall,0.8324110653265449,4
20 TEBAN GDNS RD,JCube,1.061856818382778,4
10B BOON TIONG RD,Tiong Bahru Plaza,0.22824230081035993,13
323 YISHUN CTRL,Junction 9,0.5378512946640852,3
137 BEDOK NTH AVE 3,Bedok Point,0.5652822757404485,5
355 WOODLANDS AVE 1,Causeway Point,0.393541098259074,3
223D COMPASSVALE WALK,Compass One,0.4043645022079983,8
110 C'WEALTH CRES,The Star Vista,1.1394298966622554,2
230H TAMPINES ST 21,Tampines 1,0.5852129939951456,7
689D WOODLANDS DR 75,Admiralty Place,0.9140529820316321,5
481 PASIR RIS DR 4,Downtown East,0.6306155139713895,4
477 TAMPINES ST 43,Tampines 1,1.1297724287849338,7
480 JURONG WEST ST 41,Boon Lay Shopping Centre,1.2885678043038946,2
116 HOUGANG AVE 1,Heartland Mall,0.763397605020862,3
624A WOODLANDS DR 52,888 Plaza,0.5768685125116909,4
291C COMPASSVALE ST,Compass One,0.6174628353015266,6
542 HOUGANG AVE 8,Hougang Green Shopping Mall,0.506923391848106,7
177 BISHAN ST 13,Junction 8,0.625115337547526,2
313B SUMANG LINK,Waterway Point,0.42179585542723397,2
927 YISHUN CTRL 1,Northpoint City,0.19190700449174566,4
79 BEDOK NTH RD,East Village,0.7584329665443014,5
296A COMPASSVALE CRES,Compass One,0.7300530988170023,6
141 SERANGOON NTH AVE 2,Hougang 1,0.9551695957031239,5
196D PUNGGOL FIELD,Oasis Terraces,0.7479010764268461,6
443 JURONG WEST AVE 1,Boon Lay Shopping Centre,1.0665259961703022,2
172 BISHAN ST 13,Junction 8,0.642094360855787,2
130 CHOA CHU KANG AVE 1,Teck Whye Shopping Centre,0.2776839978690777,11
209 BISHAN ST 23,Junction 8,0.5946249715627197,3
203 PASIR RIS ST 21,Loyang Point,0.2863308070664478,3
687C CHOA CHU KANG DR,Yew Tee Square,0.7739051326871623,3
140 TAMPINES ST 12,Century Square,0.5311385214714832,6
272 PASIR RIS ST 21,Loyang Point,0.19911577519556256,3
448 BT PANJANG RING RD,Fajar Shopping Centre,0.12346095165952686,5
125 TAMPINES ST 11,Eastpoint Mall,0.526754029608281,7
308B ANG MO KIO AVE 1,AMK Hub,0.6325377742616632,4
184 BISHAN ST 13,Junction 8,0.4569777547837638,1
833 TAMPINES ST 83,Our Tampines Hub,0.8083760017262048,4
258 BOON LAY DR,Boon Lay Shopping Centre,0.45091459679188045,5
159 SIMEI RD,Eastpoint Mall,0.7942934160701084,5
171 STIRLING RD,Anchorpoint,0.27913854734805843,4
226B COMPASSVALE WALK,Rivervale Plaza,0.38381992837336015,7
936 HOUGANG ST 92,Hougang 1,0.1303085267144616,8
