flat,school,school_dist,num_school_2km
829 YISHUN ST 81,Peiying Primary School,0.4642229707118537,5
204C PUNGGOL FIELD,Rivervale Primary School,0.5260118800389104,18
698A HOUGANG ST 61,Montfort Junior School,0.28763894188471534,14
202 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.6132064585507374,10
2 REDHILL CL,Gan Eng Seng Primary School,0.2837799789561903,8
864 WOODLANDS ST 83,Evergreen Primary School,0.3683742930555956,10
59B GEYLANG BAHRU,Bendemeer Primary School,0.294414245555413,5
220 SERANGOON AVE 4,Zhonghua Primary School,0.3227197823373196,6
367 CORPORATION DR,Lakeside Primary School,0.14308811001970984,7
273 PASIR RIS ST 21,White Sands Primary School,0.3599689284697206,6
737 YISHUN ST 72,Jiemin Primary School,0.26334554349008066,11
445 HOUGANG AVE 8,Punggol Primary School,0.114352215533807,17
848 YISHUN ST 81,Naval Base Primary School,0.39494046334101557,10
444 CHOA CHU KANG AVE 4,Concord Primary School,0.19749763571010315,6
244 BT PANJANG RING RD,Zhenghua Primary School,0.31957654315072026,7
337 HOUGANG AVE 7,CHIJ Our Lady of the Nativity,0.39362153122758364,10
658 YISHUN AVE 4,Northland Primary School,0.15936207030877486,11
315B YISHUN AVE 9,Xishan Primary School,0.5065239083048642,10
870 WOODLANDS ST 81,Qihua Primary School,0.15371159536855278,12
205A PUNGGOL FIELD,Punggol Green Primary School,0.5194044989429386,18
2 HOLLAND AVE,New Town Primary School,1.1626099119766888,5
556 JURONG WEST ST 42,Rulang Primary School,0.760311232026685,6
20 LOR 7 TOA PAYOH,Pei Chun Public School,0.3199212368956879,10
607 HOUGANG AVE 4,Xinmin Primary School,0.37010980256623616,12
175 WOODLANDS ST 13,Fuchun Primary School,0.33272005572199004,7
11 HOLLAND DR,New Town Primary School,1.2148521221789292,4
981D BUANGKOK CRES,Hougang Primary School,0.3358135120200057,14
680 WOODLANDS AVE 6,Greenwood Primary School,0.28402705070463,11
346 WOODLANDS ST 32,Fuchun Primary School,0.4024928944863621,9
115 BEDOK NTH RD,Red Swastika School,0.3587676262081147,10
276 YISHUN ST 22,Chongfu School,0.15433017156547799,9
668C JURONG WEST ST 64,Jurong West Primary School,0.5523391555836555,11
19 GHIM MOH RD,Henry Park Primary School,0.7409810059890256,3
482 SEGAR RD,Beacon Primary School,0.5683107442307075,6
103 HOUGANG AVE 1,Xinghua Primary School,0.30056063861293275,4
22 EUNOS CRES,Eunos Primary School,0.2556472063017095,5
738 JURONG WEST ST 75,Westwood Primary School,0.10982177065227909,9
34 CIRCUIT RD,Canossa Catholic Primary School,0.6915006133126231,9
221 PENDING RD,Bukit Panjang Primary School,0.5060260726574792,7
179 WOODLANDS ST 13,Fuchun Primary School,0.45741811764638224,7
596C ANG MO KIO ST 52,Jing Shan Primary School,0.1856667965114545,8
164 WOODLANDS ST 13,Marsiling Primary School,0.16987994450988164,7
418 PASIR RIS DR 6,Casuarina Primary School,0.34142379642788634,7
574 HOUGANG ST 51,Yio Chu Kang Primary School,0.15633023038512028,16
49 LOR 5 TOA PAYOH,Pei Chun Public School,0.26281156318385585,9
805 KING GEORGE'S AVE,Stamford Primary School,0.6060743276535637,4
432 JURONG WEST ST 42,Shuqun Primary School,0.5959869709298841,7
27 BALAM RD,Canossa Catholic Primary School,0.6579035857972474,7
675B JURONG WEST ST 64,Westwood Primary School,0.37973949227537135,11
261 BISHAN ST 22,Catholic High School (Primary),0.5175042058453847,11
309A ANCHORVALE RD,Anchor Green Primary School,0.16960057858922867,15
8 TG PAGAR PLAZA,Cantonment Primary School,0.386153678360432,1
172C EDGEDALE PLAINS,Greendale Primary School,0.10652943435467876,13
302 BT BATOK ST 31,Dazhong Primary School,0.21667376810965544,7
427 YISHUN AVE 11,North View Primary School,0.6502826735588316,5
180D RIVERVALE CRES,Mee Toh School,0.6406791270475312,13
744 WOODLANDS CIRCLE,Evergreen Primary School,0.21236598175412041,10
239 COMPASSVALE WALK,Seng Kang Primary School,0.27576777690820686,17
899C WOODLANDS DR 50,Woodlands Ring Primary School,0.35017410846603225,10
419 CHOA CHU KANG AVE 4,Chua Chu Kang Primary School,0.4636815611679922,7
115 HO CHING RD,Lakeside Primary School,0.9009141712746739,6
34 JLN BT HO SWEE,Zhangde Primary School,0.40908605660346486,8
331 JURONG EAST AVE 1,Jurong Primary School,0.3700406461874208,7
353C ADMIRALTY DR,Wellington Primary School,0.4000000334677286,7
670 HOUGANG AVE 8,Xinmin Primary School,0.2627194068872194,13
616 HOUGANG AVE 8,Xinmin Primary School,0.28553133298500905,12
312B ANCHORVALE LANE,Anchor Green Primary School,0.2287642261314134,14
5 TELOK BLANGAH CRES,Radin Mas Primary School,0.6911903026471692,7
632 JURONG WEST ST 65,West Grove Primary School,0.1262856276436582,9
506 BISHAN ST 11,Guangyang Primary School,0.346279163688441,12
286 BT BATOK EAST AVE 3,Keming Primary School,0.2934721317614588,6
513 JELAPANG RD,West Spring Primary School,0.2404690680280624,7
236 CHOA CHU KANG CTRL,South View Primary School,0.23877606548078945,8
232 BT BATOK EAST AVE 5,Bukit View Primary School,0.4040471115032553,7
142 BT BATOK ST 11,Princess Elizabeth Primary School,0.2256511915686332,8
323 ANG MO KIO AVE 3,Teck Ghee Primary School,0.48415719837789156,10
281 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.2972188256122202,6
139 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.4111255548115366,8
711 PASIR RIS ST 72,Park View Primary School,0.4707517544233317,3
109 SERANGOON NTH AVE 1,Rosyth School,0.6040258583272513,7
139 BISHAN ST 12,Guangyang Primary School,0.38927849894560934,12
406C FERNVALE RD,Fernvale Primary School,0.15860989529776864,10
188 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.309219844549551,12
335A SMITH ST,Cantonment Primary School,0.8004668481640232,3
932 YISHUN CTRL 1,Northland Primary School,0.6907487041128313,11
766 YISHUN AVE 3,Jiemin Primary School,0.5050464172510271,11
116 EDGEFIELD PLAINS,Mee Toh School,0.19495433263485545,17
361 WOODLANDS AVE 5,Si Ling Primary School,0.1709467352402705,10
167D PUNGGOL EAST,Greendale Primary School,0.2996274364678096,12
340 CHOA CHU KANG LOOP,South View Primary School,0.29629518954859196,8
22 TELOK BLANGAH CRES,Radin Mas Primary School,0.5161911201815382,7
546 CHOA CHU KANG ST 52,De La Salle School,0.22857464335951144,8
139 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.4913628295853195,6
23 DOVER CRES,Fairfield Methodist School (Primary),0.769032421334682,2
917 JURONG WEST ST 91,Juying Primary School,0.15399842596627186,7
222 BISHAN ST 23,Catholic High School (Primary),0.6004558673086656,10
176A EDGEFIELD PLAINS,Edgefield Primary School,0.16430898982807504,14
183 PASIR RIS ST 11,White Sands Primary School,0.07418225710580963,8
319A ANCHORVALE DR,Nan Chiau Primary School,0.1838818329465379,17
774 YISHUN AVE 3,Jiemin Primary School,0.48089185379142474,11
9 JLN BATU,Kong Hwa School,1.085118533239414,3
321 TAH CHING RD,Lakeside Primary School,0.7122199584428518,7
207 BISHAN ST 23,Catholic High School (Primary),0.4429923402336985,13
650 WOODLANDS RING RD,Greenwood Primary School,0.48705962180162904,10
804 YISHUN RING RD,Peiying Primary School,0.12849267623835806,9
104 RIVERVALE WALK,North Vista Primary School,0.5656257927181879,17
547A SEGAR RD,Greenridge Primary School,0.3439612208377879,7
204 SERANGOON CTRL,Yangzheng Primary School,0.6697823768399943,7
782 PASIR RIS ST 71,Park View Primary School,0.4924267838334802,5
15 UPP BOON KENG RD,Bendemeer Primary School,0.9635612382524018,5
203 BEDOK NTH ST 1,Fengshan Primary School,0.5883774586543119,7
206C COMPASSVALE LANE,Seng Kang Primary School,0.3477130813630305,18
430A FERNVALE LINK,Sengkang Green Primary School,0.39074306025678646,9
140 RIVERVALE ST,North Spring Primary School,0.20539069906388563,19
534 JURONG WEST ST 52,Rulang Primary School,0.3162453254582214,7
133 LOR AH SOO,Xinghua Primary School,0.8532229308246574,4
147 SIMEI ST 2,Angsana Primary School,0.5720257511212333,9
419 BEDOK NTH ST 1,Fengshan Primary School,0.5580712679165789,8
832 YISHUN ST 81,Naval Base Primary School,0.49135251547829883,5
789 CHOA CHU KANG NTH 6,Yew Tee Primary School,0.268145546569161,7
405 PASIR RIS DR 6,Casuarina Primary School,0.17711822608454705,7
913 HOUGANG ST 91,Yio Chu Kang Primary School,0.1721577213822275,16
573 PASIR RIS ST 53,Elias Park Primary School,0.1390779804667083,8
690 JURONG WEST CTRL 1,Boon Lay Garden Primary School,0.7160294674181287,10
507 PASIR RIS ST 52,Elias Park Primary School,0.19590716187842921,5
666 WOODLANDS RING RD,Woodlands Ring Primary School,0.39272473600105084,10
28 JLN BAHAGIA,Hong Wen School,0.47019531883744387,6
355A SEMBAWANG WAY,Canberra Primary School,0.37381237799550376,7
360 YISHUN RING RD,Huamin Primary School,0.18351608941669656,10
803 TAMPINES AVE 4,Junyuan Primary School,0.3690510505205705,11
779 WOODLANDS CRES,Riverside Primary School,0.1878695481182559,10
652 HOUGANG AVE 8,Xinmin Primary School,0.19436441538726013,13
161 BT MERAH CTRL,Gan Eng Seng Primary School,0.2419354479749638,8
243 TAMPINES ST 21,Gongshang Primary School,0.3994084494661403,11
134 GEYLANG EAST AVE 1,Geylang Methodist School (Primary),0.29446853729949957,4
426 CHOA CHU KANG AVE 4,Concord Primary School,0.34433966666464866,6
536 PASIR RIS DR 1,Elias Park Primary School,0.6957123050470607,8
912 HOUGANG ST 91,Yio Chu Kang Primary School,0.18797176457075263,16
665B JURONG WEST ST 64,Jurong West Primary School,0.45463119338283564,11
135 YISHUN ST 11,Ahmad Ibrahim Primary School,0.19446958217839141,12
402 BEDOK NTH AVE 3,Fengshan Primary School,0.20206975527659146,8
523 JURONG WEST ST 52,Rulang Primary School,0.31754853029651625,8
416 TAMPINES ST 41,Tampines North Primary School,0.2409632106321006,12
212 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.2885242474738955,10
891A WOODLANDS DR 50,Woodlands Primary School,0.1288838306398463,12
874 TAMPINES ST 84,Poi Ching School,0.6146439991054978,4
7 BOON KENG RD,Hong Wen School,0.7105217899419353,4
431 HOUGANG AVE 6,Punggol Primary School,0.3378444834739081,15
426 HOUGANG AVE 6,Montfort Junior School,0.3790388083258342,13
579 WOODLANDS DR 16,Woodlands Ring Primary School,0.5074431388150848,11
32 BEDOK STH AVE 2,Bedok Green Primary School,0.1517470055494569,7
164 JLN TECK WHYE,Teck Whye Primary School,0.3991364373866622,11
35 MARINE CRES,Tao Nan School,0.24992907912873757,4
562 ANG MO KIO AVE 3,Jing Shan Primary School,0.8241453105218391,8
479 SEGAR RD,Beacon Primary School,0.6099539210746716,6
232A SERANGOON AVE 2,Yangzheng Primary School,0.584420380394186,8
133 EDGEDALE PLAINS,Mee Toh School,0.31923285177056315,13
78 BEDOK NTH RD,Tanjong Katong Primary School,0.3752171500339872,7
14 REDHILL CL,Gan Eng Seng Primary School,0.22042456158955742,8
220 PETIR RD,Bukit Panjang Primary School,0.41192880052719094,7
248 YISHUN AVE 9,Chongfu School,0.4806618079149945,9
408 WOODLANDS ST 41,Marsiling Primary School,0.6288670443765191,3
41 JLN BAHAGIA,Hong Wen School,0.6009515292465785,7
984B BUANGKOK LINK,Hougang Primary School,0.4526094603816672,14
864 TAMPINES ST 83,Poi Ching School,0.33695640819800127,8
487 ADMIRALTY LINK,Endeavour Primary School,0.20280830763877075,6
160 BT BATOK ST 11,Princess Elizabeth Primary School,0.1202921329266728,8
232 BISHAN ST 22,Catholic High School (Primary),0.45620408053355,9
618A PUNGGOL DR,Horizon Primary School,0.14092598717087032,14
22 MARSILING DR,Marsiling Primary School,0.829875495929671,4
211C COMPASSVALE LANE,Seng Kang Primary School,0.45473393255204553,18
273B BISHAN ST 24,Catholic High School (Primary),0.20365005829118174,10
138 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.42566731050352646,6
509 PASIR RIS ST 52,Elias Park Primary School,0.17392087536289919,5
5 CHANGI VILLAGE RD,Pasir Ris Primary School,3.230675536149671,0
3A GEYLANG SERAI,Haig Girls' School,0.758255208709732,8
612B PUNGGOL DR,Punggol View Primary School,0.31141471210279975,14
892A WOODLANDS DR 50,Woodlands Primary School,0.18442846194911036,12
226 SIMEI ST 4,Changkat Primary School,0.5957040066411381,7
308 ANG MO KIO AVE 1,Teck Ghee Primary School,0.7227523660091343,9
361 BT BATOK ST 31,Dazhong Primary School,0.3608169080767405,6
242 BISHAN ST 22,Catholic High School (Primary),0.7732409275990054,12
45 LOR 5 TOA PAYOH,Pei Chun Public School,0.24802607422585,10
287 BT BATOK EAST AVE 3,Keming Primary School,0.32742131341860825,6
821 TAMPINES ST 81,Junyuan Primary School,0.5592579788372906,9
310A ANCHORVALE RD,Anchor Green Primary School,0.24973996243540972,15
627 PASIR RIS DR 3,Park View Primary School,0.22809742212240972,3
701 WOODLANDS DR 40,Evergreen Primary School,0.3098881497538771,10
769 CHOA CHU KANG ST 54,Yew Tee Primary School,0.3130427413781181,8
301D PUNGGOL PL,Punggol View Primary School,0.09799463363458123,14
438 ANG MO KIO AVE 10,Teck Ghee Primary School,0.37502098368445463,11
95 HAVELOCK RD,River Valley Primary School,0.7231106398729066,8
121 BISHAN ST 12,Guangyang Primary School,0.24756369242069756,13
58 DAKOTA CRES,Kong Hwa School,0.4409815993887442,4
16 TOH YI DR,Pei Hwa Presbyterian Primary School,0.42574401619344515,3
930 HOUGANG ST 91,Hougang Primary School,0.28294672509823043,13
497C TAMPINES ST 45,East Spring Primary School,0.6871167439981711,10
12A MARSILING LANE,Marsiling Primary School,0.9249668465700434,8
871 WOODLANDS ST 81,Qihua Primary School,0.2206185535645702,11
17 HOLLAND DR,Henry Park Primary School,0.36653940023285814,3
315 SERANGOON AVE 2,Yangzheng Primary School,0.5126575590273663,9
329 JURONG EAST AVE 1,Jurong Primary School,0.3744614122153022,7
49 WHAMPOA STH,Bendemeer Primary School,0.27623562338222307,5
307D ANCHORVALE RD,Anchor Green Primary School,0.0943306541571585,16
344 CLEMENTI AVE 5,Pei Tong Primary School,0.27550153551509987,5
886C WOODLANDS DR 50,Woodlands Primary School,0.28474551870399734,11
316C ANCHORVALE LINK,Springdale Primary School,0.2613133792547494,17
708 CHOA CHU KANG ST 53,Kranji Primary School,0.25699567464519774,9
616 ANG MO KIO AVE 4,Mayflower Primary School,0.3710064866724828,8
550B SEGAR RD,West Spring Primary School,0.153086157958209,8
248 BISHAN ST 22,Catholic High School (Primary),0.7792831296153107,12
646 PUNGGOL CTRL,Waterway Primary School,0.340279888769492,10
246 SERANGOON AVE 3,Yangzheng Primary School,0.3568321544804311,9
124 POTONG PASIR AVE 1,Cedar Primary School,1.1177862208309963,10
450 ANG MO KIO AVE 10,Jing Shan Primary School,0.5546995128097949,9
554 ANG MO KIO AVE 10,Jing Shan Primary School,0.672207456879042,8
215 YISHUN ST 21,Yishun Primary School,0.2520534412106066,11
1G CANTONMENT RD,Cantonment Primary School,0.15048506884690147,5
727 YISHUN ST 71,Jiemin Primary School,0.179961883979317,11
103 CLEMENTI ST 14,Pei Tong Primary School,0.7340817328744917,7
852 HOUGANG CTRL,Holy Innocents' Primary School,0.327698732782702,11
410 BT BATOK WEST AVE 4,Dazhong Primary School,0.6934951772911795,5
337A TAH CHING RD,Lakeside Primary School,0.532759675722655,6
858 YISHUN AVE 4,Naval Base Primary School,0.15690429981221374,10
195 PASIR RIS ST 12,White Sands Primary School,0.1396389942038029,8
118 BEDOK NTH ST 2,Red Swastika School,0.4837673739152721,10
108 BISHAN ST 12,Guangyang Primary School,0.22270983278758014,10
478 PASIR RIS DR 4,Casuarina Primary School,0.2644801011853718,5
26 TELOK BLANGAH CRES,Radin Mas Primary School,0.6215665452210525,7
741 WOODLANDS CIRCLE,Evergreen Primary School,0.1456778874508519,10
528 JURONG WEST ST 52,Rulang Primary School,0.28085004958581566,7
450 TAMPINES ST 42,Gongshang Primary School,0.3105308994738516,12
224 BT BATOK ST 21,Bukit View Primary School,0.22706776895103933,7
14B LOR 7 TOA PAYOH,Pei Chun Public School,0.36886298793364364,11
138 POTONG PASIR AVE 3,Cedar Primary School,1.1399545082849591,9
423 JURONG WEST AVE 1,Shuqun Primary School,0.5647245070390853,8
28D DOVER CRES,Fairfield Methodist School (Primary),0.6854511652719132,3
8A UPP BOON KENG RD,Bendemeer Primary School,1.1376814805655866,4
388 TAMPINES ST 32,East Spring Primary School,0.45992729317343517,11
231 SIMEI ST 4,Changkat Primary School,0.6460729222063644,8
276D JURONG WEST ST 25,Corporation Primary School,0.4138990142249275,8
510 SERANGOON NTH AVE 4,Rosyth School,0.28383944528472227,8
961 JURONG WEST ST 92,Xingnan Primary School,0.5076993591997014,7
519A TAMPINES CTRL 8,Poi Ching School,0.5668205400859296,8
298 PUNGGOL CTRL,Punggol View Primary School,0.30129326187789734,15
221 YISHUN ST 21,Yishun Primary School,0.22657745519226782,11
313 JURONG EAST ST 32,Jurong Primary School,0.17421654217195529,7
314C ANCHORVALE LINK,Anchor Green Primary School,0.20991379928792608,17
325B SENGKANG EAST WAY,Nan Chiau Primary School,0.09734758218947191,17
609 CHOA CHU KANG ST 62,Unity Primary School,0.46460542994856124,5
28C DOVER CRES,Fairfield Methodist School (Primary),0.6565966320294762,2
261 SERANGOON CTRL DR,Yangzheng Primary School,0.7022397346864906,6
120B RIVERVALE DR,North Spring Primary School,0.21497692765445878,16
316A ANCHORVALE LINK,Nan Chiau Primary School,0.18235347636616572,17
780B WOODLANDS CRES,Riverside Primary School,0.22676835699163103,10
408B FERNVALE RD,Fernvale Primary School,0.24412656405489272,10
210 PETIR RD,Bukit Panjang Primary School,0.7762692579824035,5
233 SERANGOON AVE 3,Zhonghua Primary School,0.5599760928875933,8
512 BT BATOK ST 52,Lianhua Primary School,0.16054751012196977,6
311 CANBERRA RD,Sembawang Primary School,0.21988711840980407,8
419 FAJAR RD,Greenridge Primary School,0.29251815326618263,8
477A UPP SERANGOON VIEW,CHIJ Our Lady of the Nativity,0.8920623501728553,11
58 JLN MA'MOR,Hong Wen School,0.7396547609357469,7
103 GANGSA RD,Zhenghua Primary School,0.1435660698331827,8
634 BEDOK RESERVOIR RD,Maha Bodhi School,0.41775185671034404,5
220 HOUGANG ST 21,Xinghua Primary School,0.6455519067121089,7
724 TAMPINES ST 71,Poi Ching School,0.14469782324386743,7
421 BT BATOK WEST AVE 2,Dazhong Primary School,0.5236886752184865,4
453 TAMPINES ST 42,Gongshang Primary School,0.5622391058253154,12
171 BEDOK STH RD,Temasek Primary School,0.3529184309500975,5
119 MCNAIR RD,Hong Wen School,0.23496336824112882,5
779 YISHUN AVE 2,Peiying Primary School,0.6188154488461987,11
377 CLEMENTI AVE 5,Pei Tong Primary School,0.16274300084829235,5
432D YISHUN AVE 1,Northland Primary School,0.6216573357778112,7
254 KIM KEAT AVE,Pei Chun Public School,0.6916721293438549,9
162 JLN TECK WHYE,West View Primary School,0.41816889258799905,12
34 JLN BAHAGIA,Hong Wen School,0.5853481742861325,7
517 SERANGOON NTH AVE 4,Rosyth School,0.1886135591531057,8
134 PASIR RIS ST 11,White Sands Primary School,0.5133288823737601,10
86 LOR 2 TOA PAYOH,Kheng Cheng School,0.21203436338269266,9
467 SEGAR RD,Beacon Primary School,0.3036355900782978,6
178 LOMPANG RD,Zhenghua Primary School,0.48703234824539815,9
421 HOUGANG AVE 10,Punggol Primary School,0.3070953333998229,15
642B PUNGGOL DR,Waterway Primary School,0.2854957893483091,10
707 CHOA CHU KANG ST 53,Kranji Primary School,0.3915858574676691,9
86 C'WEALTH CL,New Town Primary School,0.5102555528702807,3
19 LIM LIAK ST,Zhangde Primary School,0.7263333969985488,8
871C TAMPINES ST 86,Poi Ching School,0.4670574244232182,4
